string,n,frequency
thee and except thou,4,1
through thy name for,4,1
of the vision he had,5,1
first chapter and fifth verse,5,1
voice but,2,2
write from his mouth as,5,1
together of the waters pronounced,5,1
aloof from all,3,1
thee show me these things,5,1
seventy,1,2
as i the,3,2
as to be,3,1
called upon our,3,1
with the apostles,3,1
from heaven descended in a,5,1
glory defy all description standing,5,1
the light day,3,2
hear of wars,3,2
that steadfast and is not,5,1
in the land upon the,5,1
seventh,1,7
to take his clothes,4,1
martin,1,2
all that thou in the,5,1
send forth out of,4,1
eighth year since the,4,1
he declared should,3,1
he heard a voice,4,4
he had seen a vision,5,1
alone i kneeled,3,1
enoch had heard these,4,1
moving creatures that have,4,1
came to battle against them,5,1
eye and from,3,1
eyes for my,3,1
sorely tormented because of,4,1
their wickedness and,3,1
tell us plainly who,4,1
i previously,2,1
appeared unto me and,4,1
have made and so,4,1
redeem all mankind that,4,1
from heaven saying enoch,4,1
and all these,3,2
thou taken zion,3,1
beheld all the,3,1
as many of,3,1
for the seed,3,1
the lord hearkened,3,1
family into manchester in the,5,1
me satan,2,1
of my flesh,3,2
an earth whereon these,4,1
to make inquiries of me,5,1
chose,1,1
night and this i did,5,1
ghost which,2,2
have compassion upon the earth,5,1
in the earth beneath,4,1
his offering thou accept,4,1
called his wife name,4,1
for the question might,4,1
god is to me past,5,1
and as one earth,4,1
in the firmament of,4,4
again into,2,1
and there be one,4,1
will save,2,1
behold i am the lord,5,1
still i kept myself aloof,5,1
send me i will,4,1
bondage even,2,1
great even numberless,3,1
stubble for they that,4,1
this king of,3,1
gospel unto the children of,5,1
exceedingly high mountain and,4,1
brother think further,3,1
stir and division amongst,4,1
and god for god,4,1
for i god breathed,4,1
ascended into heaven as before,5,1
according to arrangements the,4,1
which his hands had,4,2
made and behold all,4,1
strange land which,3,2
commanded him saying make,4,1
the gods was brooding upon,5,1
and a veil,3,1
never be taken again,4,1
length came to,3,1
said unto me prophesy,4,1
ye shall not eat,4,2
strange thing,2,1
be zion which shall,4,1
no god beside,3,1
the gods called,3,2
numbers were great even,4,1
great and that one of,5,1
unto thee but,3,1
after the name of,4,1
was glad,2,1
a commandment to,3,1
the very same things which,5,1
in holiness before the,4,1
john who held the keys,5,1
that god has revealed all,5,1
prophesied many things which,4,1
the dust of,3,2
or repeat over again to,5,1
born unto,2,1
the rocks were,3,1
from all my work,4,2
parties which,2,1
which should shortly come,4,1
saying that by reason,4,1
for the earth is filled,5,1
that it shall,3,1
this was not yet fulfilled,5,1
angels sent forth,3,1
god said unto the,4,2
that day was approaching,4,1
which should,2,2
when thou,2,1
not eat if so,4,1
garden and also the tree,5,1
to thee and thou shalt,5,1
scripture and offered many explanations,5,1
he would call upon the,5,1
made me and given,4,1
how is it thou weep,5,1
thou and the set,4,1
perish in the floods and,5,1
bad feeling ensued,3,1
with weeping and wailing and,5,1
nevertheless a fact,3,1
vermont my father joseph,4,1
by the holy,3,2
name even the priesthood,4,1
but not all for my,5,1
i had made and,4,2
family were,2,1
pure personage dictated,3,1
has revealed,2,1
for their own,3,1
heavens he made,3,1
should build up his church,5,1
gods to form,3,1
things that which all things,5,2
should persecute,2,1
thou shalt be a,4,1
the heavens and then,4,1
that great secret,3,1
of desolation spoken,3,2
own body male and female,5,1
say in his,3,1
sake and then shall many,5,1
original guilt,2,1
conferred this priesthood upon,4,1
that cain brought,3,1
up into an exceedingly,4,1
coats of skins and clothed,5,1
for there is space,4,1
which i had made,4,6
brother took to wife who,5,1
glory the truth,3,1
pass that methuselah lived one,5,1
father joseph smith left the,5,1
the waters to bring forth,5,1
in offering up their,4,1
glory and,2,6
beheld also the,3,1
now this same,3,1
disciples came unto him privately,5,1
said who,2,1
god of pharaoh and,4,1
of joseph smith,3,2
rebelled against,2,2
he took me,3,1
was sorely tormented,3,1
said unto him i,4,1
a loose robe of most,5,1
by an appeal to the,5,1
the rib,2,2
be ye also,3,1
who had such marvelous,4,1
said why,2,1
if thou count the,4,1
with the intention,3,1
be given under,3,1
all things even unto the,5,1
went to the city of,5,1
such,1,17
deliver thee up and it,5,1
word from the mouth of,5,1
he took it,3,1
concluding that if he gave,5,1
was angry,2,2
noble,1,1
the lions was,3,1
the gods comprehended the,4,1
oath that he would stay,5,1
suck,1,1
we will receive them into,5,1
not yet fulfilled i,4,1
were their decisions,3,1
god breathed into,3,1
every green herb,3,1
elect sake according,3,1
may know to prize,4,1
thou not have,3,1
which i am,3,1
how is it that the,5,1
of life and eat,4,1
the days of enoch were,5,2
him when instantly i,4,1
will come in upon,4,1
a wild man hath,4,1
of remembrance we have written,5,1
likewise mine elect when,4,1
thou and all thy city,5,1
probability that we,3,1
to prophesy,2,2
of some actual,3,1
until ye shall say,4,1
already manifested itself in,4,1
and methuselah lived after,4,1
be carnal sensual and,4,1
by the spaniards in,4,1
from thy face shall i,5,1
religion none had,3,1
up another like,3,1
understood his disciples that,4,1
said they were true,4,1
of the humble after,4,1
now reveal and,3,1
except his glory should come,5,1
also after that,3,1
brethren and said,3,1
he began to write,4,1
that he should,3,3
with those,2,1
and at the,3,1
them and thou shalt see,5,1
therefore offered and,3,1
field and to eat,4,1
which may be entertaining to,5,1
i suddenly discovered that my,5,1
in his days that,4,1
and i will show unto,5,1
he slew him for,4,1
and unless i could,4,1
have compassion,2,1
the people have i,4,1
hill not far from,4,1
were delivered,2,1
until they obeyed,3,1
the jews,2,3
when standing up i,4,1
i had seen a vision,5,4
same that the,3,1
gift of the,3,4
in the open firmament,4,1
and that was,3,1
world or one,3,1
earth with great by famine,5,1
thou art baptized with fire,5,1
were all,2,2
in the town of,4,1
remain,1,4
if they will do all,5,1
marriage was mack,3,1
false christs,2,1
question might,2,1
unto heaven being,3,1
winter neither on,3,1
work as at other,4,1
passages revealed unto us,4,1
offer sacrifices unto,3,1
to any one who recollects,5,1
he commanded them saying,4,1
i became a,3,1
all things whatsoever the lord,5,1
brightness,1,2
tree which thou in the,5,1
another that shall not be,5,1
not only lightly but,4,1
thy sons have sold themselves,5,1
but the residue,3,1
not overcome,2,1
flesh in the stead thereof,5,2
from evening until,3,4
female created he them,4,1
and he said unto the,5,2
the kingdom shall,3,1
israel,1,4
were their,2,1
go not forth behold he,5,1
is the sign,3,1
to give him an account,5,1
sons and their,3,1
the son from henceforth and,5,1
his first estate and at,5,1
before wherefore,2,1
seven hundred,2,2
glory the truth of all,5,1
earth were before him and,5,1
as enoch spake,3,1
and there are many that,5,1
art holy and,3,1
and to possess a greater,5,1
god man of holiness is,5,1
and cause the fowl to,5,1
same messenger at,3,1
egypt to offer,3,1
the devil the,3,1
that day they shall be,5,1
was brooding upon,3,1
of cain were black,4,1
month without success in,4,1
hand he would call for,5,1
inhabitants on the face thereof,5,1
way toward the garden of,5,1
and they saw,3,1
betray,1,1
sorry to say,3,1
when they,2,9
unto me prophesy,3,1
great judgments which were,4,1
and my wife and,4,1
could not have beheld for,5,1
evil and now lest,4,1
with violence and behold,4,1
man also nevertheless,3,1
and he said i,4,2
will i come in the,5,1
settling the question by,4,1
contained in each sentence as,5,1
therefore it is,3,1
hath life and fowl which,5,1
enoch looked and from noah,5,1
were wars and bloodshed,4,1
day after day,3,1
them join what sect,4,1
beheld satan and he had,5,1
had come to make inquiries,5,1
and repented,2,2
saw this he had bitterness,5,1
unto a mountain on the,5,1
in getting up,3,1
and he ministered not,4,1
noah saying,2,1
he ascended,2,1
also that,2,2
before him and there came,5,1
should be cast,3,1
took the man,3,2
neither shall,2,1
the scene and marveling,4,1
concerning the rise of,4,1
spirit of,2,11
upon me and at,4,1
of my servants thy fathers,5,1
of the methodist,3,1
comfortable,1,1
the people have i cursed,5,1
it to be divided,4,1
and they also,3,1
thou shalt hearken,3,1
were wrong and which,4,1
few who believed,3,1
lay overwhelmed in,3,1
to come in,3,1
was a message,3,1
with wonder,2,1
spake unto the lord and,5,1
thrown down,2,2
noah entered into the ark,5,1
be great tribulation on the,5,1
but before that day the,5,1
behold i could not,4,1
he knew and,3,1
call them and,3,2
go into the,3,1
my servants thy,3,1
also things,2,1
which belong,2,2
i found myself,3,2
the number of thy,4,2
and female created i,4,1
he began,2,2
all that,2,7
the woman yea hath,4,1
made the firmament and,4,1
sunk,1,1
the famine to wax,4,1
get thee hence,3,1
he begat,2,10
in one year from that,5,1
baptized,1,15
morning were the fifth,4,1
spirit is,2,1
stone of considerable size,4,1
as many as,3,7
time be conferred on,4,1
conversing with him,3,1
the earth beneath in,4,1
state of vermont and,4,1
and fifth verse which,4,1
prejudice against me,3,1
the influence of my wife,5,1
thee abraham my son to,5,1
and called upon all men,5,1
called the and deposited with,5,1
why i had,3,1
and he dwelt in the,5,1
to pass that moses began,5,1
be another more intelligent,4,1
further think,2,1
he wept and enoch,4,1
the second time that,4,1
endured many things and hope,5,1
teach for doctrines the commandments,5,1
of the people have,4,1
thee even unto,3,1
he called his name enos,5,1
and become,2,1
kingdom else why,3,1
us according to the pattern,5,1
prevailed with,2,1
until the room was lighter,5,1
say unto them repent for,5,1
moses cast his,3,1
and bloodshed among them but,5,1
again upon the name of,5,1
gathering of israel and in,5,1
men were resting upon,4,1
wilt thou not,3,3
i ask thee o,4,1
left as it,3,1
see it it,3,1
the fathers have,3,1
posterity,1,2
carelessly or,2,1
god said let the earth,5,2
art baptized with fire and,5,1
men will be punished for,5,1
my footstool i stretch,4,1
and the lord said it,5,1
in god the,3,1
to rule the day and,5,3
and in those,3,3
been so great,3,1
be allowed to continue the,5,1
and also unto his wife,5,1
was true,2,1
cries unto me from the,5,1
is it that men must,5,1
time from all our work,5,1
believe that any,3,1
the lord had spoken with,5,1
of ham and was a,5,1
what he will do,4,1
thy command,2,1
the days from the,4,1
tree naturally that,3,1
seventh time we will end,5,1
shall receive the holy,4,1
shall pierce thee,3,1
water and was laid,4,1
but few who,3,1
all they,2,1
fold,1,1
the name of messiah i,5,2
laboring along,2,1
became a,2,3
baptized with fire and with,5,1
me to obtain another place,5,1
wife and they will kill,5,1
now they are spoken,4,1
in judea,2,1
unto moses at a time,5,1
never had supposed,3,1
less than the spirit of,5,1
and to replenish,3,1
people which dwelt in,4,1
hundred and having been forbidden,5,1
from through the land unto,5,1
he called upon our,4,1
unto you concerning the,4,2
and is acquainted,3,1
with any of,3,2
and administer,2,1
made the earth is his,5,1
conferred on us and that,5,1
damned,1,1
men ye shall receive the,5,1
voice and by the gift,5,1
oliver describes,2,1
all them,2,2
trembled,1,2
me in the light which,5,1
face to face and he,5,2
to me with their,4,1
think not,2,1
gods formed the earth,4,1
also thou art just,4,1
was no such thing now,5,1
where perfection dwells and,4,1
the face of the land,5,1
am,1,37
an,1,52
nigh unto which is,4,1
those who sent,3,1
food,1,3
their own abominations,3,1
it was the fifth,4,1
an obscure boy,3,2
as,1,170
me out this day,4,1
at,1,57
which i shall speak,4,1
the ground for in heaven,5,1
of an angel the certainty,5,1
men the same,3,1
have the right of,4,1
can not begin to clothe,5,1
interesting account,2,1
they are taken away,4,1
yet but,2,1
belly shalt thou go,4,1
revealed to joseph smith,4,3
be,1,238
greatest of,2,1
and thus all,3,1
our transgression we never should,5,1
more intelligent than,3,5
time i,2,4
