string,n,frequency
spoken of with sorrow,4,1
signal of,2,1
use and crawled away,4,1
ye go forth,3,1
servants of britain,3,3
they rushed forth,3,1
their strong holds and slew,5,1
his host into two bands,5,1
heard those,2,3
of the engines to work,5,1
now the fleet of the,5,1
and they set,3,1
the entreaties of,3,1
city and made it a,5,1
day they encompassed,3,1
name was the,3,1
they let them,3,2
things which they could,4,1
enemies of columbia weep,4,1
wise men,2,25
and tried warrior was,4,1
commanded by thomas a,4,1
of wellington the chief warrior,5,1
where stood,2,1
a second cruise,3,1
days before they,3,1
in london,2,1
with his countenance and,4,1
prosper so shall,3,1
brought them and landed them,5,1
went against the servants,4,1
on the shore of the,5,1
a ruin and a desolation,5,1
strong hold of jackson the,5,1
man even jacob whose,4,1
the place in battle,4,1
the first vessel,3,1
arthur who had remained,4,1
meet wilkinson who came,4,1
along the wood to,4,1
you and fight the battles,5,1
up of the at,4,1
moreover samuel was,3,1
evils that the sons,4,1
the captain of the,4,9
carrying therein about twenty thousand,5,1
she now began to resume,5,1
he could not prevail,4,1
past that the king of,5,1
kingston and round about fell,5,1
to pour forth their,4,1
only because,2,1
who hath watered well his,5,1
sides nevertheless the army of,5,1
was deceived for the,4,1
might not bear to,4,1
of the armies of britain,5,1
night when,2,2
borders of south carolina and,5,1
now with a thousand,4,1
dreaded,1,1
british tender eagle by,4,1
where they went into winter,5,1
fold,1,1
of boasting and he arrogated,5,1
chief captains of the army,5,2
art defeated,2,1
became a,2,7
columbia the name of,4,1
of silver and,3,1
to command fire,3,1
of columbia returned every,4,1
of safety so they,4,1
was young with a,4,1
put to the war,4,1
now the armies,3,1
the north army against,4,1
greatly perry,2,1
was unable to get and,5,1
of britain he captured,4,1
board the chesapeake were,4,1
brought with them,3,1
to the south he moved,5,1
having kept the destroying engines,5,1
ad,1,1
of the captain of,4,1
day that the fleet of,5,1
he encamped his men,4,1
but two of the destroying,5,1
long island near gardner island,5,1
angel of lightness caught ere,5,1
al,1,1
am,1,3
an,1,92
food,1,3
the mouth and slain and,5,1
of fighting inasmuch,3,1
as,1,183
she put forth,3,1
them on towards the,4,1
at,1,121
seized the,2,1
the black dust into,4,1
had served the body of,5,1
time a,2,5
of would have,3,1
be,1,120
and the bellowing noises sounded,5,1
home to the united states,5,1
the year they went against,5,1
was called and,3,1
might be said,3,1
by,1,183
is concluded with them,4,1
a destructive war entreated,4,1
capture of the sloop of,5,1
these latter days even,4,1
warrior followed hard after them,5,1
be increased tenfold,3,1
cf,1,8
they not by the,4,1
or nay however he quickly,5,1
of remembrance thereof,3,1
vials,1,1
favored,1,3
and secreted,2,1
thousand pieces of silver,4,7
it happened on the seventeenth,5,1
their ships received much,4,1
rough waters of the,4,1
their holes,2,1
mouths of,2,4
captain began to,3,1
and their rice and,4,1
afraid and bow before,4,1
to the children of,4,4
called fort and,3,1
side by the enemies of,5,1
houses and put,3,1
of their wickedness might be,5,1
king had made him,4,1
old men the,3,1
the river thames,3,2
which they had prepared,4,1
do,1,11
saw that the,3,7
again separated,2,1
counsellors rose up and,4,1
nation that in the sixth,5,1
nevertheless it happened that a,5,1
as they led him,4,1
snare,1,4
were sore pushed and,4,1
moving upon,2,1
fool,1,1
all this,2,1
of this great sea,4,1
out against them with his,5,1
fifth month in the pleasant,5,1
ed,1,4
noised abroad that the,4,1
there were seven,3,1
joy to their hearts for,5,1
rich feast was prepared,4,1
waters with an awful horror,5,1
in the thirty and,4,3
em,1,1
es,1,1
on baltimore,2,1
who followed after him was,5,1
were clad and,3,1
fort,1,56
and took the fort,4,1
bad declared themselves a,4,1
by the british in,4,1
perched upon their arms and,5,1
capture thereof,2,4
of five hours when,4,1
from their in,3,1
into our hands and give,5,1
names shall be,3,1
gained great praise and,4,1
entrench the,2,1
balls of,2,16
as they passed along they,5,1
go,1,56
obey the,2,1
mouths so,2,1
the backwoods of columbia,4,1
foul,1,1
and pardon,2,1
nations beheld the,3,1
about to be,3,1
and mariners an hundred thou,5,1
was a rumor went throughout,5,1
he,1,309
shores of columbia in great,5,1
their destroying engines to,4,2
hi,1,3
pyramid of,2,1
illuminations or account of,4,1
handful of men upon the,5,1
a band of and pirates,5,1
in the morning about,4,2
howsoever they cut down,4,1
found on board,3,1
of men to entrap the,5,1
manifold wrongs committed against,4,1
us as palpable as,4,1
sect of,2,1
the god of israel and,5,1
much plunder even,3,1
and porter and,3,1
even her,2,1
they vomited fire,3,1
of columbia and chauncey the,5,1
the approach of the,4,1
if,1,25
upon the bosom of,4,4
balls of iron whistled,4,1
in,1,665
and return he,3,1
vessel of the people of,5,1
is,1,85
it,1,289
sullen,1,1
about thirty,2,2
even until the next,4,1
band of the savages strove,5,1
bearing the,2,1
i have the power,4,1
us then will we make,5,1
the fort and put the,5,1
not bear to heavy upon,5,1
another touching the matter but,5,1
of savages and servants,4,1
and the savages prowled,4,1
the tall ships of columbia,5,4
the saw,2,1
enemies and,2,1
utter their voices and,4,1
over with his,3,1
had triumphed over,3,1
the garrison to the sword,5,1
forsake thy,2,1
sloop of war hornet,4,1
and the virgins,3,1
sun the shadow of,4,1
men and they,3,1
four,1,23
the good counsel given unto,5,1
the king called the boxer,5,1
conduct of the people,4,1
about an hundred two,4,2
his army came out,4,1
river and,2,6
altar of liberty,3,1
and the gloom of,4,1
so the ships of,4,2
the sea,2,10
praise were bestowed upon the,5,1
walk in the path,4,1
the peace with the,4,1
were opened and they saw,5,1
host of the people of,5,1
this they continued to cast,5,1
a certain captain whose was,5,1
thunders vomiting forth,3,1
li,1,1
king that day were about,5,2
capture of the british tender,5,1
lo,1,57
proctor the chief captain,4,2
great was pleased with the,5,1
montreal,1,7
unto the rushing of,4,1
their for,2,1
where two score,3,1
league with the servants,4,1
also augustus whose was,4,1
go over to fight,4,1
watch he answered,3,1
me,1,14
the the scourge the and,5,1
alabama,1,2
dust and the bread,4,1
avon was,2,1
navy it,2,1
tyranny in times past so,5,1
my,1,19
the gallant casein were,4,1
up against the poor the,5,1
and laid waste their,4,1
always been,2,1
was appointed,2,2
of columbia a feather,4,1
had great honor for their,5,1
balls it,2,1
and to his country for,5,1
to pass that lest,4,1
no,1,34
unfold unto thee the witchcraft,5,1
and georgetown and burnt them,5,1
much damage from the,4,1
to pass that david returned,5,1
night william,2,1
of the indian,3,1
and he went,3,2
is busied with the destroying,5,1
all the wise,3,1
unto them and,3,3
villages which,2,1
his force and,3,1
barbarians committed by the,4,1
the sen,2,1
the officers,2,8
of baltimore,2,4
of,1,3163
host of columbia got into,5,1
the name of his father,5,1
oh,1,10
on,1,217
moreover daniel,2,1
and his words were,4,1
the one on,3,1
and put a double,4,1
before them to,3,2
or,1,18
surpassed the wisdom,3,1
head quarters and,3,1
of the law preside and,5,1
without cost to the state,5,1
ow,1,1
slain escaped,2,1
the savages strove to give,5,1
ox,1,1
counsellors of britain,3,5
so peter essayed to go,5,1
have hanged him even,4,1
the thunder of,3,1
back to the ages,4,1
the ram parts and,4,1
come to pass and the,5,1
battle after the fashion of,5,1
town and from the,4,1
certain mighty ship called the,5,1
revenged of the evil,4,1
are more than thirty thousand,5,1
of the king that day,5,5
war might speedily,3,1
come as a thief,4,1
certain brave,2,1
black dust in their,4,1
and it lasted for the,5,1
balls of lead in,4,1
was no hope for,4,1
fought with my might,4,1
time the navy of columbia,5,1
fighting vessels and about,4,1
commanded by a brave,4,2
capture of the british frigate,5,3
five and five of the,5,1
noble spirit,2,2
the thing is new unto,5,1
multitude flocked to,3,1
of the black clouds,4,1
people sent forth a,4,1
was the last,3,1
the six,2,2
that power was not given,5,1
his admiral slain,3,1
porter three valiant,3,1
and the servants of,4,5
so,1,174
james heard the words,4,1
draw for,2,1
columbia had been,3,1
of virginia to lake champlain,5,1
forth is about a,4,1
and as his men of,5,1
know them by,3,1
man unto us as,4,1
with his host,3,1
sons of columbia for,4,1
give unto you,3,2
th,1,2
which stephen sent to,4,1
they were clad and silver,5,1
to,1,829
his children children might point,5,1
the united states was twenty,5,1
guests were about,3,1
in the beginning of the,5,1
and thirteenth,2,4
but alas,2,1
his name shall live,4,1
the pelican,2,3
death in their hands and,5,1
to the south were gladdened,5,1
men of columbia was two,5,1
the lake erie and the,5,1
compulsion of his heart,4,1
the and the rattlesnake,4,1
drove a thousand soldiers,4,1
mightily afraid of these,4,1
so that,2,39
ye fall a,3,1
up,1,60
us,1,25
were in an uproar and,5,1
dreadful clangor,2,1
the companions of moved,4,1
time all the,3,1
up and made,3,1
scattered them abroad and,4,1
columbia weep and the,4,1
down to the strong,4,1
that was committed,3,1
and went into the,4,2
it appertained not unto him,5,1
was called being distant from,5,1
be treated handsomely,3,1
unprotected villages,2,1
strength of their youth,4,1
laden with rich,3,2
the only legitimate sovereigns,4,1
city which at the,4,1
her aloft now behold,4,1
destruction roared,2,1
people of columbia was seven,5,1
we,1,51
was terrible even,3,1
they had given unto them,5,1
mouths as,2,1
south and placing the destroying,5,1
horsemen and the whole,4,1
the lawgivers even as it,5,1
brave and hamilton and riley,5,1
and they sat down in,5,1
misfortune,1,1
name of the city,4,1
in the meantime that,4,1
jamaica which make men,4,1
was like unto flashes of,5,1
hold and brock was,4,1
receive the thunders,3,1
and she was as it,5,1
who had flocked,3,1
of the the men,4,1
fled into the wilderness,4,1
ye,1,36
an awful,2,2
now the name of,4,5
scattered the type abroad because,5,1
britain captured the vessels of,5,1
man a stone therein,4,1
forthwith,1,1
people to prepare,3,1
the had five slain,4,1
so they,2,22
history of,2,2
be treated handsomely with the,5,1
and their name shall,4,1
commodore lord,2,1
have hemmed you in,4,1
deceived us and led,4,1
the king of spain were,5,1
the man henry,3,1
from the district,3,1
brand and,2,1
sent a messenger to the,5,1
and they entrenched,3,1
and instruct,2,1
king and with his whole,5,1
published to the,3,1
but solomon was sorely,4,1
is little of spirit nothing,5,1
waters of the lake called,5,1
their corn and,3,1
whose was jackson a man,5,1
silent and,2,1
ships he had,3,1
lord of hosts favored the,5,1
ran down upon the reindeer,5,1
of connecticut nigh unto a,5,1
the wreath,2,1
thee the witchcraft of britain,5,1
shall it be forgotten,4,1
a prince and,3,1
sought to encompass,3,1
overshadowed the field,3,1
nations increased one against another,5,1
man well beloved,3,1
of the army of britain,5,1
britain saw them approach they,5,1
save themselves,2,1
of a small,3,1
disappointed in,2,2
along the lake and,4,1
the sun,2,17
jackson but the drove,4,1
king became captives to,4,1
who were assembled,3,3
to come down from heaven,5,1
behold a thousand,3,1
wilfully forgotten that,3,1
we set our engines,4,1
honored perry with,3,1
cast up the,3,1
fleet of decatur so,4,1
after had captured the,4,1
their towns a desolation,4,1
the independent,2,1
crane tarnished not,3,1
was the lamb,3,1
the transcendent glory they,4,1
therefore will,2,1
and march towards the,4,1
the argus whose name was,5,1
and weapons,2,1
hull capture,2,1
shallow understanding believed them and,5,1
columbia heard of a,4,1
sparkled with joy for,4,1
the waters of the chesapeake,5,2
of the valiant men who,5,1
his very,2,1
this on the day,4,1
eyes of all men,4,1
their entrenchments,2,1
